epoch,train_loss,train_acc,val_loss,val_acc
1,1.7941687216302644,0.4457281031703385,1.310186155055841,0.5699873896595208
2,1.1207541525844347,0.6340677055346587,1.0928748973080369,0.6330390920554855
3,0.9391494265876106,0.6934443847393874,0.8023149251261394,0.7162673392181589
